fips, No Preference, Uncommitted,Ben Carson,Bernie Sanders,Carly Fiorina,Chris Christie,Donald Trump,Hillary Clinton,Jeb Bush,John Kasich,Marco Rubio,Martin O'Malley,Mike Huckabee,Rand Paul,Rick Santorum,Ted Cruz,votes,fips,Bernie Sanders prop,Hillary Clinton prop,Ben Carson prop,Donald Trump prop,John Kasich prop,Marco Rubio prop,Ted Cruz prop, Uncommitted prop,Martin O'Malley prop,Carly Fiorina prop,Chris Christie prop,Jeb Bush prop,Mike Huckabee prop,Rand Paul prop,Rick Santorum prop, No Preference prop
1051.0,0,0,2630,694,0,0,8525,3019,0,634,2387,0,0,0,0,3236,21125,1051.0,0.03285207100591716,0.1429112426035503,0.12449704142011835,0.4035502958579882,0.03001183431952663,0.11299408284023668,0.15318343195266274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053.0,0,0,585,226,0,0,2817,2027,0,194,1028,0,0,0,0,978,7855,1053.0,0.02877148313176321,0.25805219605346913,0.07447485677912158,0.35862507956715467,0.024697644812221514,0.1308720560152769,0.124506683640993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055.0,0,0,2098,1289,0,0,8657,4262,0,616,3155,0,0,0,0,3891,23968,1055.0,0.05378004005340454,0.17782042723631508,0.08753337783711615,0.36118991989319094,0.02570093457943925,0.1316338451268358,0.16234145527369825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057.0,0,0,488,148,0,0,2479,660,0,124,663,0,0,0,0,1043,5605,1057.0,0.0264049955396967,0.11775200713648529,0.08706512042818912,0.44228367528991974,0.022123104371097234,0.11828724353256022,0.18608385370205174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059.0,0,0,388,767,0,0,2155,1233,0,107,562,0,0,0,0,892,6104,1059.0,0.12565530799475755,0.20199868938401047,0.063564875491481,0.35304718217562253,0.01752948885976409,0.09207077326343381,0.14613368283093053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061.0,0,0,592,157,0,0,3106,544,0,146,829,0,0,0,0,1517,6891,1061.0,0.022783340589174285,0.0789435495573937,0.08590915687128138,0.4507328399361486,0.021187055579741692,0.1203018429836018,0.22014221448265853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063.0,0,0,19,213,0,0,147,2714,0,10,33,0,0,0,0,59,3195,1063.0,0.06666666666666667,0.849452269170579,0.00594679186228482,0.046009389671361506,0.003129890453834116,0.010328638497652582,0.018466353677621283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065.0,0,0,88,427,0,0,590,2426,0,24,132,0,0,0,0,283,3970,1065.0,0.1075566750629723,0.6110831234256927,0.02216624685138539,0.1486146095717884,0.006045340050377834,0.03324937027707808,0.07128463476070529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067.0,0,0,436,163,0,0,1778,1170,0,107,545,0,0,0,0,847,5046,1067.0,0.03230281411018628,0.2318668252080856,0.08640507332540626,0.3523583036068173,0.021204914783987318,0.10800634165675783,0.16785572730875942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069.0,0,0,2310,780,0,0,8171,3044,0,836,3683,0,0,0,0,4558,23382,1069.0,0.03335899409802412,0.1301856128645967,0.09879394405953297,0.34945684714737835,0.03575399880249765,0.1575143272602857,0.19493627576768455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071.0,0,0,1185,510,0,0,5463,1327,0,310,1847,0,0,0,0,1791,12433,1071.0,0.04101986648435615,0.10673208397007963,0.09531086624306281,0.43939515804713264,0.024933644333628248,0.14855626156197216,0.14405211935976836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073.0,0,0,8368,14319,0,0,32853,67357,0,5711,23132,0,0,0,0,22355,174095,1073.0,0.08224819782302766,0.38689795801143056,0.0480657112496051,0.18870731497171084,0.03280392888939947,0.13286998477842557,0.1284069042764008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075.0,0,0,344,173,0,0,1810,442,0,103,466,0,0,0,0,692,4030,1075.0,0.04292803970223325,0.10967741935483871,0.08535980148883375,0.4491315136476427,0.02555831265508685,0.11563275434243177,0.171712158808933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077.0,0,0,2151,1745,0,0,7502,3676,0,983,3320,0,0,0,0,3265,22642,1077.0,0.07706916350145747,0.16235314901510467,0.09500044165709742,0.3313311544916527,0.043414892677325324,0.1466301563466125,0.14420104231074993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079.0,0,0,733,428,0,0,3604,2047,0,196,925,0,0,0,0,1204,9137,1079.0,0.04684250848199628,0.224034146875342,0.08022326803108241,0.39444018824559485,0.02145124220203568,0.10123672978001533,0.13177191638393346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081.0,0,0,2460,2464,0,0,6934,7137,0,1501,4734,0,0,0,0,4880,30110,1081.0,0.08183327798073729,0.23703088674858852,0.08170043175024909,0.23028894055131185,0.049850547990700766,0.15722351378279642,0.16207240119561608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083.0,0,0,2061,1120,0,0,8198,3199,0,746,3602,0,0,0,0,4082,23008,1083.0,0.048678720445062586,0.13903859527121,0.08957753824756606,0.3563108484005563,0.032423504867872044,0.15655424200278165,0.17741655076495133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085.0,0,0,88,330,0,0,500,3782,0,26,83,0,0,0,0,137,4946,1085.0,0.06672058228871816,0.7646583097452487,0.017792155276991507,0.10109179134654266,0.005256773150020219,0.01678123736352608,0.02769915082895269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087.0,0,0,94,483,0,0,356,4293,0,39,92,0,0,0,0,147,5504,1087.0,0.08775436046511628,0.7799781976744186,0.017078488372093022,0.06468023255813954,0.007085755813953488,0.016715116279069766,0.0267078488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089.0,0,0,6293,8786,0,0,23791,19995,0,3919,17116,0,0,0,0,13622,93522,1089.0,0.09394580954213982,0.21379996150638353,0.06728898013301683,0.25438934154530485,0.04190457860182631,0.18301576099741237,0.1456555676739163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091.0,0,0,85,1092,0,0,580,3590,0,26,127,0,0,0,0,228,5728,1091.0,0.19064245810055866,0.6267458100558659,0.014839385474860335,0.10125698324022346,0.004539106145251397,0.022171787709497206,0.039804469273743016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093.0,0,0,589,256,0,0,3503,567,0,167,921,0,0,0,0,1268,7271,1093.0,0.035208361985971666,0.07798102049236694,0.08100673910053638,0.4817769220189795,0.022967954889286206,0.1266675835510934,0.1743914179617659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095.0,0,0,1813,821,0,0,9115,1494,0,595,3785,0,0,0,0,2784,20407,1095.0,0.04023129318371147,0.07321017297985985,0.08884206399764787,0.4466604596461998,0.029156661929729995,0.18547557210761012,0.13642377615524084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097.0,0,0,4824,5672,0,0,28326,28927,0,2893,11850,0,0,0,0,13458,95950,1097.0,0.059114121938509644,0.30147993746743096,0.05027618551328817,0.2952162584679521,0.030151120375195413,0.12350182386659718,0.14026055237102658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099.0,0,0,373,205,0,0,1966,2438,0,108,596,0,0,0,0,658,6344,1099.0,0.032313997477931906,0.3843001261034048,0.058795712484237074,0.3098991172761665,0.017023959646910468,0.09394703656998739,0.10372005044136191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101.0,0,0,3379,4266,0,0,10517,28650,0,1953,5570,0,0,0,0,4700,59035,1101.0,0.07226221732870332,0.48530532734818327,0.057237232150419246,0.1781485559413907,0.033082069958499195,0.09435080884221225,0.07961378843059203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103.0,0,0,2790,1345,0,0,10909,3897,0,1109,4488,0,0,0,0,4828,29366,1103.0,0.045801266771095826,0.1327044881836137,0.09500783218688279,0.3714840291493564,0.037764761969624736,0.15282980317373834,0.1644078185656882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105.0,0,0,15,389,0,0,192,2575,0,2,33,0,0,0,0,123,3329,1105.0,0.11685190747972364,0.7735055572243917,0.0045058576148993695,0.05767497747071192,0.0006007810153199159,0.009912886752778613,0.03694803244217483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107.0,0,0,287,453,0,0,1124,2326,0,65,353,0,0,0,0,658,5266,1107.0,0.08602354728446639,0.4417014812001519,0.05450056969236612,0.21344473984048615,0.012343334599316368,0.06703380174705659,0.12495252563615647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109.0,0,0,698,379,0,0,2493,2183,0,172,798,0,0,0,0,1092,7815,1109.0,0.048496481126039666,0.27933461292386436,0.08931541906589892,0.31900191938579653,0.02200895713371721,0.10211132437619962,0.1397312859884837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111.0,0,0,426,328,0,0,2352,1236,0,133,584,0,0,0,0,942,6001,1111.0,0.05465755707382103,0.20596567238793534,0.07098816863856024,0.39193467755374106,0.022162972837860357,0.09731711381436427,0.15697383769371773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113.0,0,0,298,988,0,0,1784,4381,0,106,463,0,0,0,0,1016,9036,1113.0,0.10934041611332448,0.48483842408145195,0.03297919433377601,0.19743249225320939,0.011730854360336431,0.05123948649845064,0.11243913235945109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115.0,0,0,2093,745,0,0,8596,1808,0,518,2586,0,0,0,0,5178,21524,1115.0,0.03461252555287121,0.08399925664374651,0.09724028990893886,0.39936814718453817,0.02406615870656012,0.12014495446942948,0.24056866753391562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117.0,0,0,5005,3755,0,0,18260,6657,0,2679,12213,0,0,0,0,14005,62574,1117.0,0.060008949403905776,0.10638603892990699,0.07998529740786908,0.291814491641896,0.04281330904209416,0.1951769105379231,0.2238150030364049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119.0,0,0,21,416,0,0,166,2987,0,4,39,0,0,0,0,45,3678,1119.0,0.11310494834148994,0.812126155519304,0.005709624796084829,0.04513322457857531,0.001087547580206634,0.010603588907014683,0.012234910277324634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121.0,0,0,1179,782,0,0,6304,5561,0,470,1676,0,0,0,0,2468,18440,1121.0,0.042407809110629066,0.30157266811279826,0.06393709327548806,0.3418655097613883,0.0254880694143167,0.09088937093275488,0.13383947939262472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123.0,0,0,1006,308,0,0,4658,2658,0,371,1289,0,0,0,0,1325,11615,1123.0,0.026517434352130866,0.22884201463624623,0.08661213947481705,0.40103314679294016,0.031941455015066726,0.11097718467498924,0.11407662505380974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125.0,0,0,3310,3444,0,0,11652,12136,0,1381,6333,0,0,0,0,7789,46045,1125.0,0.07479639483114345,0.26356824845260074,0.0718861982842871,0.25305679226843303,0.029992398740362688,0.13753936366597894,0.16916060375719405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127.0,0,0,1369,727,0,0,8394,1772,0,362,1652,0,0,0,0,3106,17382,1127.0,0.04182487630882522,0.10194454032907606,0.07875963640547692,0.48291335864687607,0.02082614198596249,0.0950408468530664,0.17869059947071683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129.0,0,0,152,562,0,0,1269,1511,0,27,362,0,0,0,0,516,4399,1129.0,0.12775630825187542,0.34348715617185727,0.03455330756990225,0.28847465333030237,0.006137758581495794,0.08229142987042509,0.11729938622414185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131.0,0,0,44,410,0,0,287,3337,0,12,64,0,0,0,0,114,4268,1131.0,0.09606373008434864,0.7818650421743205,0.010309278350515464,0.06724461105904404,0.0028116213683223993,0.01499531396438613,0.026710402999062792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133.0,0,0,539,138,0,0,3352,303,0,163,708,0,0,0,0,1076,6279,1133.0,0.02197802197802198,0.0482560917343526,0.0858416945373467,0.5338429686255773,0.025959547698678132,0.11275680840898232,0.17136486701704093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4001.0,0,0,0,1933,0,0,1088,4450,0,133,0,0,0,0,0,938,8542,4001.0,0.22629360805431983,0.5209552797939593,0.0,0.127370639194568,0.015570124092718332,0.0,0.10981034886443455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003.0,0,0,0,3265,0,0,6339,4654,0,876,0,0,0,0,0,3736,18870,4003.0,0.1730259671436142,0.24663487016428193,0.0,0.3359300476947536,0.04642289348171701,0.0,0.19798622151563328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4005.0,0,0,0,6941,0,0,3324,5738,0,742,0,0,0,0,0,2843,19588,4005.0,0.3543496017970186,0.29293444966305904,0.0,0.16969573208086583,0.037880334898917706,0.0,0.14513988156013885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4007.0,0,0,0,1305,0,0,3065,2196,0,353,0,0,0,0,0,1334,8253,4007.0,0.15812431842966193,0.26608505997818976,0.0,0.37138010420453166,0.042772325215073306,0.0,0.16163819217254333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4009.0,0,0,0,851,0,0,1501,937,0,202,0,0,0,0,0,1606,5097,4009.0,0.16696095742593683,0.1838336276240926,0.0,0.2944869531096724,0.03963115558171473,0.0,0.3150873062585835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4011.0,0,0,0,325,0,0,282,497,0,24,0,0,0,0,0,237,1365,4011.0,0.23809523809523808,0.3641025641025641,0.0,0.20659340659340658,0.017582417582417582,0.0,0.17362637362637362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4012.0,0,0,0,259,0,0,940,309,0,61,0,0,0,0,0,242,1811,4012.0,0.14301490889011595,0.1706239646604086,0.0,0.5190502484815019,0.03368304803975704,0.0,0.13362782992821645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4013.0,0,0,0,86942,0,0,144522,126988,0,33803,0,0,0,0,0,72216,464471,4013.0,0.18718499109739897,0.27340350635454097,0.0,0.31115397947342244,0.07277741775051617,0.0,0.15548010532412143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4015.0,0,0,0,2847,0,0,14154,4170,0,1023,0,0,0,0,0,4744,26938,4015.0,0.10568713341747717,0.1547999109065261,0.0,0.5254287623431584,0.03797609325116935,0.0,0.17610810008166902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4017.0,0,0,0,2621,0,0,3558,4415,0,441,0,0,0,0,0,3481,14516,4017.0,0.1805593827500689,0.30414714797464865,0.0,0.2451088454119592,0.030380270046844862,0.0,0.23980435381647836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019.0,0,0,0,40228,0,0,36804,56317,0,9854,0,0,0,0,0,23137,166340,4019.0,0.24184201034026692,0.338565588553565,0.0,0.22125766502344596,0.05924011061680894,0.0,0.1390946254659132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4021.0,0,0,0,5414,0,0,12182,9771,0,1567,0,0,0,0,0,4079,33013,4021.0,0.16399600157513708,0.2959743131493654,0.0,0.3690061490927816,0.047466149698603584,0.0,0.12355738648411232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4023.0,0,0,0,1205,0,0,762,2496,0,180,0,0,0,0,0,451,5094,4023.0,0.2365528072241853,0.48998822143698467,0.0,0.14958775029446408,0.0353356890459364,0.0,0.08853553199842952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4025.0,0,0,0,7108,0,0,17005,8401,0,3259,0,0,0,0,0,10547,46320,4025.0,0.15345423143350603,0.18136873920552676,0.0,0.36712003454231434,0.07035837651122626,0.0,0.2276986183074266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4027.0,0,0,0,2156,0,0,4390,4358,0,522,0,0,0,0,0,2556,13982,4027.0,0.15419825489915606,0.31168645401230155,0.0,0.3139751108568159,0.03733371477614075,0.0,0.18280646545558576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001.0,0,0,146,132,0,0,1073,724,0,83,789,0,0,0,0,593,3540,5001.0,0.03728813559322034,0.20451977401129945,0.04124293785310734,0.30310734463276834,0.02344632768361582,0.2228813559322034,0.16751412429378532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003.0,0,0,104,980,0,0,586,1375,0,45,281,0,0,0,0,403,3774,5003.0,0.25967143614202437,0.36433492315845256,0.02755696873343932,0.15527291997880233,0.01192368839427663,0.0744568097509274,0.10678325384207737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5005.0,0,0,452,807,0,0,3798,1391,0,376,1374,0,0,0,0,2480,10678,5005.0,0.07557595055253793,0.13026784041955422,0.04233002434912905,0.3556845851283012,0.03521258662670912,0.1286757819816445,0.232253230942124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5007.0,0,0,2525,4696,0,0,11828,5650,0,2272,12863,0,0,0,0,11909,51743,5007.0,0.09075623755870359,0.1091935140985254,0.04879887134491622,0.2285913070367006,0.04390932106758402,0.24859401271669598,0.23015673617687415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5009.0,0,0,478,469,0,0,2577,721,0,267,1213,0,0,0,0,1589,7314,5009.0,0.06412359857806946,0.09857806945583812,0.06535411539513263,0.35233798195242,0.036505332239540604,0.16584632212195788,0.21725458025704128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5011.0,0,0,94,106,0,0,770,593,0,45,361,0,0,0,0,393,2362,5011.0,0.04487722269263336,0.2510584250635055,0.03979678238780694,0.3259949195596952,0.01905165114309907,0.15283657917019475,0.1663844199830652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5013.0,0,0,11,312,0,0,172,413,0,4,76,0,0,0,0,142,1130,5013.0,0.2761061946902655,0.3654867256637168,0.009734513274336283,0.15221238938053097,0.0035398230088495575,0.06725663716814159,0.1256637168141593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5015.0,,,,,,,,,,,,,,,,
5017.0,0,0,35,247,0,0,416,1370,0,20,162,0,0,0,0,152,2402,5017.0,0.10283097418817652,0.5703580349708576,0.014571190674437969,0.17318900915903415,0.00832639467110741,0.06744379683597003,0.06328059950041633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5019.0,0,0,144,494,0,0,694,1650,0,102,750,0,0,0,0,907,4741,5019.0,0.10419742670322717,0.3480278422273782,0.03037333895802573,0.14638261970048513,0.021514448428601562,0.15819447373971737,0.19130985024256486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
