,Year,Retailer country,Product,Gross profit
162,2004,United Kingdom,TrailChef Canteen,42925.27
163,2004,Belgium,TrailChef Canteen,0.0
164,2004,Switzerland,TrailChef Canteen,0.0
165,2004,Austria,TrailChef Canteen,4227.11
166,2004,Italy,TrailChef Canteen,0.0
167,2004,Spain,TrailChef Canteen,0.0
168,2004,United States,TrailChef Canteen,23531.57
169,2004,Canada,TrailChef Canteen,0.0
170,2004,Mexico,TrailChef Canteen,23133.53
171,2004,Brazil,TrailChef Canteen,0.0
172,2004,Japan,TrailChef Canteen,0.0
173,2004,Korea,TrailChef Canteen,32656.25
174,2004,China,TrailChef Canteen,0.0
175,2004,Singapore,TrailChef Canteen,31562.47
176,2004,Australia,TrailChef Canteen,0.0
177,2004,Netherlands,TrailChef Canteen,0.0
178,2004,Sweden,TrailChef Canteen,0.0
179,2004,Finland,TrailChef Canteen,3922.25
180,2004,Denmark,TrailChef Canteen,0.0
181,2004,France,TrailChef Canteen,14616.75
182,2004,Germany,TrailChef Canteen,12796.63
183,2004,United Kingdom,TrailChef Canteen,0.0
184,2004,Belgium,TrailChef Canteen,2212.0
185,2004,Switzerland,TrailChef Canteen,0.0
186,2004,Austria,TrailChef Canteen,0.0
187,2004,Italy,TrailChef Canteen,23611.09
188,2004,Spain,TrailChef Canteen,0.0
189,2004,United States,TrailChef Canteen,63481.21
190,2004,Canada,TrailChef Canteen,25614.2
191,2004,Mexico,TrailChef Canteen,3035.01
192,2004,Brazil,TrailChef Canteen,20013.05
193,2004,Japan,TrailChef Canteen,18096.45
194,2004,Korea,TrailChef Canteen,19215.66
195,2004,China,TrailChef Canteen,57854.22
196,2004,Singapore,TrailChef Canteen,9948.99
197,2004,Australia,TrailChef Canteen,0.0
198,2004,Netherlands,TrailChef Canteen,21696.53
199,2004,Sweden,TrailChef Canteen,5880.67
200,2004,Finland,TrailChef Canteen,28171.05
201,2004,Denmark,TrailChef Canteen,2856.48
202,2004,France,TrailChef Canteen,27173.6
203,2004,Germany,TrailChef Canteen,22743.77
204,2004,United Kingdom,TrailChef Canteen,22146.74
205,2004,Belgium,TrailChef Canteen,10106.29
206,2004,Switzerland,TrailChef Canteen,0.0
207,2004,Austria,TrailChef Canteen,16107.25
208,2004,Italy,TrailChef Canteen,3181.08
209,2004,Spain,TrailChef Canteen,22392.15
210,2004,United States,TrailChef Canteen,0.0
211,2004,Canada,TrailChef Canteen,6097.07
212,2004,Mexico,TrailChef Canteen,5583.01
213,2004,Brazil,TrailChef Canteen,0.0
214,2004,Japan,TrailChef Canteen,0.0
215,2004,Korea,TrailChef Canteen,0.0
216,2004,China,TrailChef Canteen,0.0
217,2004,Singapore,TrailChef Canteen,3164.8
218,2004,Australia,TrailChef Canteen,0.0
219,2004,Netherlands,TrailChef Canteen,0.0
220,2004,Sweden,TrailChef Canteen,0.0
221,2004,Finland,TrailChef Canteen,0.0
222,2004,Denmark,TrailChef Canteen,0.0
223,2004,France,TrailChef Canteen,0.0
224,2004,Germany,TrailChef Canteen,0.0
225,2004,United Kingdom,TrailChef Canteen,0.0
226,2004,Belgium,TrailChef Canteen,0.0
227,2004,Switzerland,TrailChef Canteen,0.0
228,2004,Austria,TrailChef Canteen,0.0
229,2004,Italy,TrailChef Canteen,0.0
230,2004,Spain,TrailChef Canteen,0.0
231,2004,United States,TrailChef Canteen,11195.47
232,2004,Canada,TrailChef Canteen,0.0
233,2004,Mexico,TrailChef Canteen,0.0
234,2004,Brazil,TrailChef Canteen,0.0
235,2004,Japan,TrailChef Canteen,0.0
236,2004,Korea,TrailChef Canteen,4728.34
237,2004,China,TrailChef Canteen,0.0
238,2004,Singapore,TrailChef Canteen,4306.36
239,2004,Australia,TrailChef Canteen,0.0
240,2004,Netherlands,TrailChef Canteen,0.0
241,2004,Sweden,TrailChef Canteen,0.0
242,2004,Finland,TrailChef Canteen,0.0
243,2004,Denmark,TrailChef Canteen,0.0
244,2004,France,TrailChef Canteen,3007.96
245,2004,Germany,TrailChef Canteen,3331.68
246,2004,United Kingdom,TrailChef Canteen,0.0
247,2004,Belgium,TrailChef Canteen,0.0
248,2004,Switzerland,TrailChef Canteen,0.0
249,2004,Austria,TrailChef Canteen,0.0
250,2004,Italy,TrailChef Canteen,0.0
251,2004,Spain,TrailChef Canteen,4988.06
252,2004,United States,TrailChef Canteen,0.0
253,2004,Canada,TrailChef Canteen,36053.73
254,2004,Mexico,TrailChef Canteen,0.0
255,2004,Brazil,TrailChef Canteen,0.0
256,2004,Japan,TrailChef Canteen,21081.8
257,2004,Korea,TrailChef Canteen,0.0
258,2004,China,TrailChef Canteen,0.0
259,2004,Singapore,TrailChef Canteen,0.0
260,2004,Australia,TrailChef Canteen,0.0
261,2004,Netherlands,TrailChef Canteen,3933.07
262,2004,Sweden,TrailChef Canteen,14433.69
263,2004,Finland,TrailChef Canteen,0.0
264,2004,Denmark,TrailChef Canteen,0.0
265,2004,France,TrailChef Canteen,0.0
266,2004,Germany,TrailChef Canteen,28452.43
267,2004,United Kingdom,TrailChef Canteen,0.0
268,2004,Belgium,TrailChef Canteen,0.0
269,2004,Switzerland,TrailChef Canteen,0.0
270,2004,Austria,TrailChef Canteen,0.0
271,2004,Italy,TrailChef Canteen,8059.58
272,2004,Spain,TrailChef Canteen,1990.9
273,2004,United States,TrailChef Canteen,3056.65
274,2004,Canada,TrailChef Canteen,2791.56
275,2004,Mexico,TrailChef Canteen,0.0
276,2004,Brazil,TrailChef Canteen,8394.05
277,2004,Japan,TrailChef Canteen,0.0
278,2004,Korea,TrailChef Canteen,0.0
279,2004,China,TrailChef Canteen,0.0
280,2004,Singapore,TrailChef Canteen,4344.23
281,2004,Australia,TrailChef Canteen,0.0
282,2004,Netherlands,TrailChef Canteen,3900.61
283,2004,Sweden,TrailChef Canteen,0.0
284,2004,Finland,TrailChef Canteen,2709.0
285,2004,Denmark,TrailChef Canteen,0.0
286,2004,France,TrailChef Canteen,11096.61
287,2004,Germany,TrailChef Canteen,3316.33
288,2004,United Kingdom,TrailChef Canteen,2921.4
289,2004,Belgium,TrailChef Canteen,0.0
290,2004,Switzerland,TrailChef Canteen,0.0
291,2004,Austria,TrailChef Canteen,0.0
292,2004,Italy,TrailChef Canteen,0.0
293,2004,Spain,TrailChef Canteen,2726.64
294,2004,United States,TrailChef Kitchen Kit,121719.91
295,2004,Canada,TrailChef Kitchen Kit,0.0
296,2004,Mexico,TrailChef Kitchen Kit,16527.12
297,2004,Brazil,TrailChef Kitchen Kit,13841.22
298,2004,Japan,TrailChef Kitchen Kit,44405.97
299,2004,Korea,TrailChef Kitchen Kit,0.0
300,2004,China,TrailChef Kitchen Kit,0.0
301,2004,Singapore,TrailChef Kitchen Kit,39675.72
302,2004,Australia,TrailChef Kitchen Kit,0.0
303,2004,Netherlands,TrailChef Kitchen Kit,13258.72
304,2004,Sweden,TrailChef Kitchen Kit,3965.16
305,2004,Finland,TrailChef Kitchen Kit,14019.92
306,2004,Denmark,TrailChef Kitchen Kit,16973.37
307,2004,France,TrailChef Kitchen Kit,43528.48
308,2004,Germany,TrailChef Kitchen Kit,0.0
309,2004,United Kingdom,TrailChef Kitchen Kit,67486.88
310,2004,Belgium,TrailChef Kitchen Kit,0.0
311,2004,Switzerland,TrailChef Kitchen Kit,0.0
312,2004,Austria,TrailChef Kitchen Kit,15571.2
313,2004,Italy,TrailChef Kitchen Kit,3193.36
314,2004,Spain,TrailChef Kitchen Kit,0.0
315,2004,United States,TrailChef Kitchen Kit,27859.85
316,2004,Canada,TrailChef Kitchen Kit,0.0
317,2004,Mexico,TrailChef Kitchen Kit,14630.56
318,2004,Brazil,TrailChef Kitchen Kit,0.0
319,2004,Japan,TrailChef Kitchen Kit,0.0
320,2004,Korea,TrailChef Kitchen Kit,10795.2
321,2004,China,TrailChef Kitchen Kit,8624.79
322,2004,Singapore,TrailChef Kitchen Kit,27077.96
323,2004,Australia,TrailChef Kitchen Kit,0.0
324,2004,Netherlands,TrailChef Kitchen Kit,0.0
325,2004,Sweden,TrailChef Kitchen Kit,0.0
326,2004,Finland,TrailChef Kitchen Kit,15777.6
327,2004,Denmark,TrailChef Kitchen Kit,5591.96
328,2004,France,TrailChef Kitchen Kit,38644.96
329,2004,Germany,TrailChef Kitchen Kit,7642.48
330,2004,United Kingdom,TrailChef Kitchen Kit,0.0
331,2004,Belgium,TrailChef Kitchen Kit,3966.64
332,2004,Switzerland,TrailChef Kitchen Kit,0.0
333,2004,Austria,TrailChef Kitchen Kit,0.0
334,2004,Italy,TrailChef Kitchen Kit,17305.91
335,2004,Spain,TrailChef Kitchen Kit,0.0
336,2004,United States,TrailChef Kitchen Kit,66693.36
337,2004,Canada,TrailChef Kitchen Kit,14306.64
338,2004,Mexico,TrailChef Kitchen Kit,15332.0
339,2004,Brazil,TrailChef Kitchen Kit,25823.64
340,2004,Japan,TrailChef Kitchen Kit,4968.56
341,2004,Korea,TrailChef Kitchen Kit,44294.48
342,2004,China,TrailChef Kitchen Kit,86399.45
343,2004,Singapore,TrailChef Kitchen Kit,0.0
344,2004,Australia,TrailChef Kitchen Kit,0.0
345,2004,Netherlands,TrailChef Kitchen Kit,27188.15
346,2004,Sweden,TrailChef Kitchen Kit,0.0
347,2004,Finland,TrailChef Kitchen Kit,17479.92
348,2004,Denmark,TrailChef Kitchen Kit,6292.56
349,2004,France,TrailChef Kitchen Kit,13550.8
350,2004,Germany,TrailChef Kitchen Kit,14312.0
351,2004,United Kingdom,TrailChef Kitchen Kit,18870.2
352,2004,Belgium,TrailChef Kitchen Kit,10549.94
353,2004,Switzerland,TrailChef Kitchen Kit,0.0
354,2004,Austria,TrailChef Kitchen Kit,10117.08
355,2004,Italy,TrailChef Kitchen Kit,3716.04
356,2004,Spain,TrailChef Kitchen Kit,26887.48
357,2004,United States,TrailChef Kitchen Kit,0.0
358,2004,Canada,TrailChef Kitchen Kit,7131.84
359,2004,Mexico,TrailChef Kitchen Kit,0.0
360,2004,Brazil,TrailChef Kitchen Kit,0.0
361,2004,Japan,TrailChef Kitchen Kit,0.0
362,2004,Korea,TrailChef Kitchen Kit,0.0
363,2004,China,TrailChef Kitchen Kit,0.0
364,2004,Singapore,TrailChef Kitchen Kit,0.0
365,2004,Australia,TrailChef Kitchen Kit,0.0
366,2004,Netherlands,TrailChef Kitchen Kit,0.0
367,2004,Sweden,TrailChef Kitchen Kit,0.0
368,2004,Finland,TrailChef Kitchen Kit,0.0
369,2004,Denmark,TrailChef Kitchen Kit,0.0
370,2004,France,TrailChef Kitchen Kit,0.0
371,2004,Germany,TrailChef Kitchen Kit,0.0
372,2004,United Kingdom,TrailChef Kitchen Kit,0.0
373,2004,Belgium,TrailChef Kitchen Kit,1324.6
374,2004,Switzerland,TrailChef Kitchen Kit,0.0
375,2004,Austria,TrailChef Kitchen Kit,0.0
376,2004,Italy,TrailChef Kitchen Kit,0.0
377,2004,Spain,TrailChef Kitchen Kit,0.0
378,2004,United States,TrailChef Kitchen Kit,9957.88
379,2004,Canada,TrailChef Kitchen Kit,0.0
380,2004,Mexico,TrailChef Kitchen Kit,0.0
381,2004,Brazil,TrailChef Kitchen Kit,0.0
382,2004,Japan,TrailChef Kitchen Kit,3264.96
383,2004,Korea,TrailChef Kitchen Kit,0.0
384,2004,China,TrailChef Kitchen Kit,0.0
385,2004,Singapore,TrailChef Kitchen Kit,0.0
386,2004,Australia,TrailChef Kitchen Kit,0.0
387,2004,Netherlands,TrailChef Kitchen Kit,12343.08
388,2004,Sweden,TrailChef Kitchen Kit,0.0
389,2004,Finland,TrailChef Kitchen Kit,0.0
390,2004,Denmark,TrailChef Kitchen Kit,0.0
391,2004,France,TrailChef Kitchen Kit,0.0
392,2004,Germany,TrailChef Kitchen Kit,0.0
393,2004,United Kingdom,TrailChef Kitchen Kit,0.0
394,2004,Belgium,TrailChef Kitchen Kit,0.0
395,2004,Switzerland,TrailChef Kitchen Kit,0.0
396,2004,Austria,TrailChef Kitchen Kit,0.0
397,2004,Italy,TrailChef Kitchen Kit,0.0
398,2004,Spain,TrailChef Kitchen Kit,0.0
399,2004,United States,TrailChef Kitchen Kit,13247.37
400,2004,Canada,TrailChef Kitchen Kit,60540.91
401,2004,Mexico,TrailChef Kitchen Kit,0.0
402,2004,Brazil,TrailChef Kitchen Kit,0.0
403,2004,Japan,TrailChef Kitchen Kit,51592.49
404,2004,Korea,TrailChef Kitchen Kit,16288.83
405,2004,China,TrailChef Kitchen Kit,0.0
406,2004,Singapore,TrailChef Kitchen Kit,0.0
407,2004,Australia,TrailChef Kitchen Kit,0.0
408,2004,Netherlands,TrailChef Kitchen Kit,0.0
409,2004,Sweden,TrailChef Kitchen Kit,6584.36
410,2004,Finland,TrailChef Kitchen Kit,0.0
411,2004,Denmark,TrailChef Kitchen Kit,0.0
412,2004,France,TrailChef Kitchen Kit,0.0
413,2004,Germany,TrailChef Kitchen Kit,64471.72
414,2004,United Kingdom,TrailChef Kitchen Kit,0.0
415,2004,Belgium,TrailChef Kitchen Kit,0.0
416,2004,Switzerland,TrailChef Kitchen Kit,0.0
417,2004,Austria,TrailChef Kitchen Kit,0.0
418,2004,Italy,TrailChef Kitchen Kit,20842.96
419,2004,Spain,TrailChef Kitchen Kit,6580.04
420,2004,United States,TrailChef Kitchen Kit,0.0
421,2004,Canada,TrailChef Kitchen Kit,6917.0
422,2004,Mexico,TrailChef Kitchen Kit,0.0
423,2004,Brazil,TrailChef Kitchen Kit,0.0
424,2004,Japan,TrailChef Kitchen Kit,0.0
425,2004,Korea,TrailChef Kitchen Kit,0.0
426,2004,China,TrailChef Kitchen Kit,0.0
427,2004,Singapore,TrailChef Kitchen Kit,0.0
428,2004,Australia,TrailChef Kitchen Kit,0.0
429,2004,Netherlands,TrailChef Kitchen Kit,0.0
430,2004,Sweden,TrailChef Kitchen Kit,0.0
431,2004,Finland,TrailChef Kitchen Kit,12994.83
432,2004,Denmark,TrailChef Kitchen Kit,0.0
433,2004,France,TrailChef Kitchen Kit,0.0
434,2004,Germany,TrailChef Kitchen Kit,3572.84
435,2004,United Kingdom,TrailChef Kitchen Kit,0.0
436,2004,Belgium,TrailChef Kitchen Kit,0.0
437,2004,Switzerland,TrailChef Kitchen Kit,0.0
438,2004,Austria,TrailChef Kitchen Kit,0.0
439,2004,Italy,TrailChef Kitchen Kit,0.0
440,2004,Spain,TrailChef Kitchen Kit,9129.87
441,2004,United States,TrailChef Cup,74236.22
442,2004,Canada,TrailChef Cup,0.0
443,2004,Mexico,TrailChef Cup,2089.8
444,2004,Brazil,TrailChef Cup,2613.6
445,2004,Japan,TrailChef Cup,29756.86
446,2004,Korea,TrailChef Cup,0.0
447,2004,China,TrailChef Cup,0.0
448,2004,Singapore,TrailChef Cup,7346.55
449,2004,Australia,TrailChef Cup,0.0
450,2004,Netherlands,TrailChef Cup,18088.0
451,2004,Sweden,TrailChef Cup,0.0
452,2004,Finland,TrailChef Cup,5878.6
453,2004,Denmark,TrailChef Cup,6832.15
454,2004,France,TrailChef Cup,25806.86
455,2004,Germany,TrailChef Cup,0.0
456,2004,United Kingdom,TrailChef Cup,35504.64
457,2004,Belgium,TrailChef Cup,0.0
458,2004,Switzerland,TrailChef Cup,0.0
459,2004,Austria,TrailChef Cup,10649.31
460,2004,Italy,TrailChef Cup,0.0
461,2004,Spain,TrailChef Cup,0.0
462,2004,United States,TrailChef Cup,8830.01
463,2004,Canada,TrailChef Cup,0.0
464,2004,Mexico,TrailChef Cup,23482.56
465,2004,Brazil,TrailChef Cup,0.0
466,2004,Japan,TrailChef Cup,0.0
467,2004,Korea,TrailChef Cup,13071.41
468,2004,China,TrailChef Cup,0.0
469,2004,Singapore,TrailChef Cup,16023.92
470,2004,Australia,TrailChef Cup,0.0
471,2004,Netherlands,TrailChef Cup,0.0
472,2004,Sweden,TrailChef Cup,0.0
473,2004,Finland,TrailChef Cup,3625.58
474,2004,Denmark,TrailChef Cup,0.0
475,2004,France,TrailChef Cup,13472.86
476,2004,Germany,TrailChef Cup,7974.82
477,2004,United Kingdom,TrailChef Cup,0.0
478,2004,Belgium,TrailChef Cup,1764.68
479,2004,Switzerland,TrailChef Cup,0.0
480,2004,Austria,TrailChef Cup,0.0
481,2004,Italy,TrailChef Cup,12869.52
482,2004,Spain,TrailChef Cup,0.0
483,2004,United States,TrailChef Cup,70067.91
484,2004,Canada,TrailChef Cup,15897.54
485,2004,Mexico,TrailChef Cup,5835.0
486,2004,Brazil,TrailChef Cup,21251.38
487,2004,Japan,TrailChef Cup,6543.6
488,2004,Korea,TrailChef Cup,23657.01
489,2004,China,TrailChef Cup,64865.33
490,2004,Singapore,TrailChef Cup,14567.12
491,2004,Australia,TrailChef Cup,0.0
492,2004,Netherlands,TrailChef Cup,12161.38
493,2004,Sweden,TrailChef Cup,4679.1
494,2004,Finland,TrailChef Cup,21601.86
495,2004,Denmark,TrailChef Cup,7381.61
496,2004,France,TrailChef Cup,14445.26
497,2004,Germany,TrailChef Cup,14723.9
498,2004,United Kingdom,TrailChef Cup,25936.42
499,2004,Belgium,TrailChef Cup,9354.49
500,2004,Switzerland,TrailChef Cup,0.0
501,2004,Austria,TrailChef Cup,7009.52
502,2004,Italy,TrailChef Cup,4765.5
503,2004,Spain,TrailChef Cup,27249.94
504,2004,United States,TrailChef Cup,0.0
505,2004,Canada,TrailChef Cup,7854.34
506,2004,Mexico,TrailChef Cup,0.0
507,2004,Brazil,TrailChef Cup,0.0
508,2004,Japan,TrailChef Cup,0.0
509,2004,Korea,TrailChef Cup,0.0
510,2004,China,TrailChef Cup,0.0
511,2004,Singapore,TrailChef Cup,0.0
512,2004,Australia,TrailChef Cup,0.0
513,2004,Netherlands,TrailChef Cup,0.0
514,2004,Sweden,TrailChef Cup,0.0
515,2004,Finland,TrailChef Cup,0.0
516,2004,Denmark,TrailChef Cup,0.0
517,2004,France,TrailChef Cup,0.0
518,2004,Germany,TrailChef Cup,0.0
519,2004,United Kingdom,TrailChef Cup,0.0
520,2004,Belgium,TrailChef Cup,0.0
521,2004,Switzerland,TrailChef Cup,0.0
522,2004,Austria,TrailChef Cup,0.0
523,2004,Italy,TrailChef Cup,0.0
524,2004,Spain,TrailChef Cup,0.0
525,2004,United States,TrailChef Cup,3045.7
526,2004,Canada,TrailChef Cup,0.0
527,2004,Mexico,TrailChef Cup,0.0
528,2004,Brazil,TrailChef Cup,0.0
529,2004,Japan,TrailChef Cup,5990.32
530,2004,Korea,TrailChef Cup,4158.03
531,2004,China,TrailChef Cup,0.0
532,2004,Singapore,TrailChef Cup,0.0
533,2004,Australia,TrailChef Cup,0.0
534,2004,Netherlands,TrailChef Cup,5614.24
535,2004,Sweden,TrailChef Cup,0.0
536,2004,Finland,TrailChef Cup,0.0
537,2004,Denmark,TrailChef Cup,0.0
538,2004,France,TrailChef Cup,4865.76
539,2004,Germany,TrailChef Cup,0.0
540,2004,United Kingdom,TrailChef Cup,0.0
541,2004,Belgium,TrailChef Cup,0.0
542,2004,Switzerland,TrailChef Cup,0.0
543,2004,Austria,TrailChef Cup,0.0
544,2004,Italy,TrailChef Cup,0.0
545,2004,Spain,TrailChef Cup,0.0
546,2004,United States,TrailChef Cup,3822.42
547,2004,Canada,TrailChef Cup,37693.43
548,2004,Mexico,TrailChef Cup,0.0
549,2004,Brazil,TrailChef Cup,0.0
550,2004,Japan,TrailChef Cup,26584.72
551,2004,Korea,TrailChef Cup,8127.27
552,2004,China,TrailChef Cup,0.0
553,2004,Singapore,TrailChef Cup,0.0
554,2004,Australia,TrailChef Cup,0.0
555,2004,Netherlands,TrailChef Cup,0.0
556,2004,Sweden,TrailChef Cup,8731.8
557,2004,Finland,TrailChef Cup,0.0
558,2004,Denmark,TrailChef Cup,0.0
559,2004,France,TrailChef Cup,0.0
